Iteration,Reward,Cost_Rate,Lambda,Tx_Cost,Comp_Time
0,-163.41605,0.17500000000000004,1.000075,11766.898,39.1875
1,-188.8915425979628,0.16500000000000004,1.00014,13487.912,40.445
2,-180.260637843555,0.16875,1.00020875,12843.338,42.106249999999996
3,-163.38738746642983,0.17500000000000002,1.0002837500000001,11624.335,43.06136363636363
4,-151.06789955570957,0.17500000000000002,1.0003587500000002,10907.603,43.044230769230765
5,-131.0000349448184,0.17794117647058827,1.0004366911764708,9616.005,43.56470588235294
6,-115.28661441136653,0.1797619047619048,1.0005164530812327,8639.814,42.426190476190484
7,-108.5219467794455,0.1793478260869565,1.0005958009073197,8249.102,42.444565217391315
8,-100.20758301776934,0.17980769230769234,1.0006756085996273,7740.5317,41.60000000000001
9,-90.07320738207932,0.1816666666666667,1.000757275266294,7100.0825,41.660000000000004
10,-84.93071085020728,0.18046875,1.000837744016294,6814.574,41.83984375
11,-77.74701650812123,0.18055555555555558,1.0009182995718497,6392.885,41.36805555555556
12,-71.66193092999637,0.18000000000000002,1.0009982995718498,6023.452,40.928125
13,-68.18867790171699,0.1791666666666667,1.0010774662385165,5836.2363,40.816071428571426
14,-64.16917637888753,0.18000000000000002,1.0011574662385165,5577.4414,40.88166666666667
15,-60.95538756672393,0.18163265306122445,1.0012390988915778,5331.3047,40.82857142857143
16,-59.55531487221721,0.18413461538461534,1.0013232335069624,5168.666,40.86105769230768
17,-57.10328465252389,0.18287037037037035,1.0014061038773328,5041.5757,40.80509259259258
18,-53.969564405339575,0.18318965517241378,1.0014892935325053,4845.0483,40.661206896551725
19,-51.98943718896296,0.1831967213114754,1.0015724902538168,4718.973,40.56065573770492
20,-49.33284587707633,0.18371212121212122,1.0016562023750288,4543.271,39.888636363636365
21,-46.99861509525081,0.1826086956521739,1.001738811070681,4431.4355,39.64565217391305
22,-45.26476084913889,0.18253424657534248,1.0018213453172564,4332.2236,39.33321917808219
23,-45.28423473083801,0.183,1.0019043453172565,4318.92,39.18366666666667
24,-42.76073329584835,0.1828125,1.0019871578172566,4179.3555,38.861875000000005
25,-41.652739844649545,0.18253012048192768,1.0020696879377384,4113.989,38.75030120481928
26,-40.156699687231956,0.1833333333333333,1.0021530212710719,4006.2258,38.70344827586207
27,-38.52903552867987,0.18296703296703296,1.0022359883040388,3916.348,38.628296703296705
28,-37.320316583584706,0.1832446808510638,1.0023192329848898,3840.3503,38.59813829787234
29,-36.042126445111364,0.1836734693877551,1.0024029064542774,3757.3594,38.45943877551021
30,-32.5208140292411,0.18424999999999997,1.0024871564542774,3525.6934,38.366
31,-28.759804771435657,0.18499999999999997,1.0025721564542773,3279.6628,38.342000000000006
32,-20.877239546569477,0.18575,1.0026579064542773,2784.4746,37.937
33,-18.665958930396727,0.18549999999999997,1.0027434064542773,2657.9004,37.89275
34,-15.818105549642073,0.1855,1.0028289064542772,2486.3076,37.56475
35,-14.058025743924091,0.18499999999999997,1.0029139064542771,2395.7134,37.4355
36,-12.939040675812258,0.18424999999999997,1.0029981564542771,2342.911,37.35874999999999
37,-12.484979444687944,0.1839999999999999,1.0030821564542771,2309.9146,37.354749999999996
38,-11.732540712423495,0.18349999999999994,1.003165656454277,2272.9004,37.34675
39,-11.15628563234288,0.18325,1.0032489064542771,2241.2417,37.091
40,-10.980373505588137,0.184,1.003332906454277,2209.3843,37.04600000000001
41,-10.549380405460484,0.18375,1.003416656454277,2181.5415,37.025
42,-10.959690518800867,0.185,1.003501656454277,2173.0542,36.90025
43,-11.300284285484743,0.18525,1.0035869064542768,2180.3853,36.7585
44,-11.086451649542667,0.18499999999999997,1.0036719064542767,2176.575,36.43175
45,-10.453794551654992,0.184,1.0037559064542767,2169.78,36.320249999999994
46,-10.840698826125365,0.185,1.0038409064542766,2182.5266,36.13775
47,-10.66877678206085,0.18475000000000003,1.0039256564542767,2171.0896,36.11600000000001
48,-10.094078890755787,0.18425,1.0040099064542767,2151.8591,36.234
49,-10.048505931300735,0.1845,1.0040944064542767,2146.6533,36.3455
50,-10.291743476413217,0.18475000000000003,1.0041791564542768,2146.4314,36.57575
51,-11.070533707885795,0.18650000000000003,1.004265656454277,2144.2163,36.70175
52,-10.019771225189498,0.18625,1.004351906454277,2090.7676,36.76325
53,-10.021342020158315,0.18649999999999994,1.004438406454277,2083.3345,36.75899999999999
54,-10.567974762456418,0.18725000000000003,1.004525656454277,2096.5884,36.79024999999999
55,-10.665053034212251,0.187,1.004612656454277,2111.7954,36.75999999999999
56,-10.809758242328032,0.18674999999999997,1.004699406454277,2127.084,36.76425
57,-10.742647264914508,0.18574999999999992,1.004785156454277,2142.0762,36.6225
58,-10.654616019846246,0.18499999999999997,1.0048701564542768,2147.3152,36.65125
59,-11.294720776193367,0.185,1.0049551564542767,2177.1348,36.621
60,-11.01159849562642,0.18424999999999997,1.0050394064542767,2185.144,36.3925
61,-11.188836300535927,0.18474999999999997,1.0051241564542768,2186.4773,36.36600000000001
