step,tx_cost,fulfill
1,277.62476,0.0
2,559.0429,0.0
3,822.14056,0.0
4,1088.2343,0.025
5,1359.552,0.1125
6,1626.5105,0.1625
7,1924.1697,0.2375
8,2220.1836,0.25
9,2486.2368,0.275
10,2751.2517,0.275
11,3019.686,0.275
12,3279.9565,0.3
13,3567.7583,0.3625
14,3854.1887,0.4
15,4129.94,0.4375
16,4394.743,0.475
17,4655.9644,0.5
18,4918.271,0.5
19,5201.179,0.5375
20,5487.4326,0.55
21,5768.772,0.55
22,6038.546,0.55
23,6308.835,0.55
24,6579.526,0.55
25,6871.2676,0.5875
26,7166.1216,0.6125
27,7452.708,0.6375
28,7749.8135,0.6625
29,8041.1475,0.675
30,8336.264,0.675
31,8632.376,0.7125
32,8926.142,0.775
33,9211.319,0.7875
34,9495.176,0.825
35,9764.858,0.8375
