step,tx_cost,fulfill
1,0.0,0.0
2,194.36389,0.0
3,303.6993,0.0
4,433.84137,0.0
5,560.6665,0.0
6,741.51587,0.0
7,834.64514,0.0
8,1031.192,0.0
9,1156.8414,0.0
10,1277.4752,0.0
11,1414.8965,0.0
12,1562.2952,0.0
13,1667.4458,0.0
14,1847.9481,0.0
15,1982.8374,0.0
16,2125.7954,0.0
17,2274.664,0.0
18,2439.053,0.0
19,2573.9363,0.0
20,2758.4788,0.0
21,2905.6853,0.0
22,3067.4453,0.0
23,3239.995,0.0
24,3396.373,0.0
25,3547.4297,0.0
26,3711.6904,0.0
27,3874.9487,0.0
28,4023.4143,0.0
29,4197.0083,0.0
30,4349.234,0.0
31,4513.7236,0.0
32,4669.6436,0.0
33,4851.5454,0.0
34,4997.65,0.0
35,5179.7075,0.0
36,5325.1543,0.0
37,5489.1562,0.0
38,5630.223,0.0
39,5799.6064,0.0
40,5946.423,0.0
41,6130.4326,0.0
42,6284.697,0.0
43,6455.398,0.1
44,6624.5063,0.1
45,6807.0596,0.1
46,6971.667,0.1
47,7150.202,0.1
48,7314.5796,0.1
49,7463.536,0.1
50,7639.216,0.1
51,7797.9644,0.1
52,7976.049,0.1
53,8137.5693,0.1
54,8316.417,0.1
55,8470.22,0.1
56,8648.035,0.2
57,8794.215,0.2
58,8957.454,0.2
59,9123.695,0.2
60,9301.678,0.3
61,9461.863,0.3
62,9635.303,0.3
63,9769.768,0.3
64,9944.9795,0.3
65,10102.184,0.3
66,10267.399,0.3
67,10430.195,0.3
68,10602.214,0.3
69,10762.456,0.3
70,10934.116,0.3
71,11085.208,0.3
72,11265.584,0.3
73,11429.901,0.3
74,11593.3,0.3
75,11749.348,0.3
76,11899.232,0.3
77,12045.472,0.3
78,12210.49,0.3
79,12375.879,0.3
80,12559.225,0.3
81,12728.484,0.3
82,12903.448,0.3
83,13057.627,0.3
84,13229.991,0.3
85,13381.602,0.3
86,13561.377,0.3
87,13718.846,0.3
88,13892.073,0.3
89,14049.158,0.3
90,14222.657,0.3
