step,tx_cost,fulfill
1,233.74239,0.0
2,476.2342,0.0
3,700.69666,0.0
4,929.0548,0.05
5,1157.144,0.125
6,1394.7173,0.125
7,1657.833,0.175
8,1915.2327,0.225
9,2139.5938,0.225
10,2361.4983,0.25
11,2578.0679,0.275
12,2792.3345,0.275
13,3038.4814,0.3
14,3282.596,0.375
15,3514.41,0.375
16,3749.371,0.375
17,3983.2893,0.375
18,4219.463,0.45
19,4453.4917,0.475
20,4697.449,0.475
21,4930.067,0.5
22,5161.8057,0.5
23,5401.1133,0.525
24,5642.4854,0.55
25,5892.1416,0.575
26,6130.2476,0.65
27,6358.1577,0.65
28,6585.849,0.675
29,6808.9023,0.725
30,7032.408,0.75
31,7277.385,0.75
32,7524.1313,0.775
33,7762.803,0.775
34,7997.4233,0.775
35,8228.586,0.8
36,8454.364,0.8
