step,tx_cost,fulfill
1,0.0,0.0
2,208.45818,0.0
3,281.87436,0.0
4,486.9208,0.0
5,578.8299,0.0
6,779.5365,0.0
7,887.44556,0.0
8,1115.3984,0.0
9,1225.0414,0.0
10,1442.9412,0.0
11,1562.4508,0.0
12,1762.0714,0.0
13,1880.8528,0.0
14,2097.5623,0.0
15,2214.2825,0.0
16,2423.229,0.0
17,2547.728,0.0
18,2755.3286,0.0
19,2875.9678,0.0
20,3081.9353,0.0
21,3203.2954,0.0
22,3392.3398,0.0
23,3528.5742,0.0
24,3741.0608,0.0
25,3878.3677,0.0
26,4077.8887,0.0
27,4218.523,0.0
28,4408.7583,0.0
29,4560.0864,0.0
30,4741.567,0.0
31,4913.6387,0.0
32,5108.406,0.0
33,5287.7563,0.0
34,5472.7793,0.0
35,5663.5913,0.0
36,5865.4307,0.0
37,6056.0312,0.0
38,6256.3115,0.0
39,6441.1685,0.0
40,6616.5757,0.0
41,6818.396,0.0
42,6998.982,0.0
43,7190.126,0.0
44,7355.186,0.0
45,7528.9536,0.0
46,7689.497,0.0
47,7873.001,0.0
48,8031.462,0.0
49,8215.483,0.0
50,8370.635,0.0
51,8540.447,0.0
52,8686.097,0.0
53,8851.477,0.0
54,8979.118,0.0
55,9152.358,0.0
56,9301.441,0.0
57,9467.574,0.0
58,9627.924,0.0
59,9810.554,0.0
60,9979.27,0.0
61,10163.881,0.0
62,10335.345,0.0
63,10523.319,0.0
64,10701.536,0.0
65,10895.877,0.0
66,11080.649,0.0
67,11264.739,0.0
68,11443.777,0.0
69,11624.16,0.0
70,11805.612,0.0
71,11975.702,0.0
72,12161.746,0.0
73,12326.67,0.0
74,12505.105,0.1
75,12676.684,0.1
76,12844.887,0.1
77,12995.078,0.1
78,13149.476,0.2
79,13300.021,0.2
80,13449.388,0.2
81,13605.083,0.2
82,13760.827,0.2
83,13920.245,0.2
84,14099.222,0.2
85,14275.873,0.2
86,14437.948,0.2
87,14624.133,0.2
88,14789.736,0.2
89,14968.085,0.2
90,15138.363,0.2
91,15309.419,0.2
92,15472.115,0.2
93,15650.52,0.2
94,15825.011,0.2
95,16010.696,0.2
96,16188.964,0.2
97,16384.158,0.2
98,16557.46,0.2
99,16749.037,0.2
100,16936.084,0.2
101,17116.371,0.2
102,17292.486,0.2
103,17477.414,0.2
104,17645.754,0.2
105,17813.21,0.2
106,17974.459,0.2
107,18142.285,0.2
108,18311.041,0.2
109,18477.82,0.2
110,18640.574,0.2
111,18801.623,0.2
112,18967.934,0.2
113,19114.836,0.2
114,19272.885,0.2
115,19415.037,0.2
116,19585.877,0.2
117,19736.441,0.2
118,19912.418,0.2
119,20084.79,0.2
120,20276.957,0.2
121,20459.633,0.2
122,20648.057,0.2
123,20833.473,0.2
124,21027.547,0.2
125,21214.848,0.2
126,21406.643,0.2
127,21597.27,0.3
128,21774.303,0.3
129,21953.082,0.3
130,22122.64,0.4
131,22289.373,0.4
132,22456.623,0.4
133,22641.303,0.4
134,22821.062,0.4
135,22984.516,0.4
136,23148.418,0.4
137,23319.29,0.4
138,23479.23,0.4
139,23630.01,0.4
140,23779.326,0.5
141,23936.264,0.5
142,24090.031,0.5
143,24254.04,0.5
144,24421.207,0.5
145,24593.092,0.5
146,24764.42,0.6
147,24944.574,0.6
148,25103.996,0.6
149,25296.547,0.6
150,25464.771,0.6
151,25653.936,0.6
152,25815.635,0.6
153,26004.322,0.6
154,26176.688,0.6
155,26365.492,0.6
156,26531.322,0.6
157,26707.762,0.6
158,26886.137,0.6
159,27059.277,0.6
160,27227.518,0.6
161,27396.568,0.6
162,27567.703,0.6
163,27705.438,0.6
164,27876.445,0.6
165,28020.635,0.6
166,28186.635,0.6
167,28339.902,0.6
168,28519.395,0.6
169,28672.512,0.6
170,28870.102,0.6
171,29035.904,0.6
172,29209.363,0.6
173,29378.37,0.6
174,29561.564,0.6
175,29712.818,0.6
176,29884.447,0.6
177,30040.002,0.6
178,30225.863,0.6
179,30383.787,0.6
180,30574.047,0.6
181,30734.629,0.6
182,30943.254,0.6
183,31118.086,0.6
184,31323.357,0.6
185,31497.266,0.6
186,31695.018,0.6
187,31867.879,0.6
188,32069.867,0.6
189,32238.48,0.6
190,32411.98,0.6
191,32572.074,0.6
192,32737.607,0.6
193,32901.395,0.6
194,33060.844,0.6
195,33221.367,0.6
196,33382.613,0.6
197,33531.86,0.6
198,33688.23,0.6
199,33827.97,0.6
200,33994.977,0.6
201,34128.41,0.6
202,34302.0,0.6
203,34450.227,0.6
204,34623.867,0.6
205,34798.812,0.6
206,34989.64,0.6
207,35156.684,0.6
208,35349.293,0.6
209,35518.2,0.6
210,35720.71,0.6
211,35896.824,0.6
212,36095.867,0.6
213,36268.457,0.6
214,36452.516,0.6
215,36623.824,0.6
216,36788.938,0.6
217,36958.75,0.6
218,37131.32,0.6
219,37295.703,0.6
