step,tx_cost,fulfill
1,127.27952,0.0
2,256.23227,0.0
3,324.9915,0.0
4,391.15933,0.0
5,452.29984,0.0
6,512.4474,0.0375
7,648.2201,0.15625
8,775.83386,0.2125
9,838.86633,0.21875
10,896.1474,0.24375
11,954.8861,0.29375
12,1016.98535,0.35625
13,1120.2054,0.375
14,1198.8566,0.425
15,1253.0154,0.45
16,1301.4628,0.45625
17,1347.8387,0.4625
18,1388.7239,0.48125
19,1444.7284,0.49375
20,1488.4034,0.5125
21,1519.1727,0.51875
22,1551.6505,0.53125
23,1583.3488,0.53125
24,1617.8153,0.5375
25,1681.7167,0.5375
26,1740.0624,0.54375
27,1778.3816,0.55
28,1815.9521,0.58125
29,1852.205,0.6
30,1887.2861,0.6125
31,1961.3707,0.63125
32,2026.1288,0.64375
33,2066.742,0.65
34,2107.9463,0.65
35,2148.0093,0.65
36,2184.8396,0.65
37,2254.5286,0.65
38,2317.593,0.65
39,2350.0776,0.65
40,2380.2688,0.65
41,2408.591,0.65
42,2433.1577,0.65
43,2488.2485,0.65
44,2542.19,0.65
45,2570.7524,0.65
46,2598.7766,0.65625
47,2627.517,0.66875
48,2656.7295,0.6875
49,2716.5344,0.7125
50,2768.581,0.7125
51,2795.3955,0.725
52,2823.6716,0.75625
53,2853.6804,0.76875
54,2884.6152,0.76875
55,2943.0693,0.775
56,2992.8167,0.775
57,3024.334,0.775
58,3058.4226,0.775
59,3096.491,0.78125
60,3137.8354,0.7875
61,3210.7363,0.8125
62,3274.327,0.8375
