step,tx_cost,fulfill
1,0.0,0.0
2,1479.3088,0.0
3,2797.4612,0.0
4,3072.4448,0.0
5,4416.5054,0.016666666666666666
6,5861.4814,0.075
7,7216.2773,0.14166666666666666
8,8684.064,0.25
9,9842.816,0.275
10,10203.991,0.275
11,11592.982,0.31666666666666665
12,13022.32,0.35833333333333334
13,14394.482,0.38333333333333336
14,15843.203,0.44166666666666665
15,17072.57,0.49166666666666664
16,17605.488,0.49166666666666664
17,18942.344,0.49166666666666664
18,20337.742,0.5166666666666667
19,21643.168,0.525
20,23059.277,0.5333333333333333
21,24357.273,0.5333333333333333
22,25203.373,0.5416666666666666
23,26529.967,0.55
24,27807.207,0.5666666666666667
25,28993.082,0.5916666666666667
26,30424.062,0.6083333333333333
27,31758.05,0.625
28,32995.42,0.6333333333333333
29,34373.176,0.65
30,35629.855,0.6583333333333333
31,36893.504,0.6666666666666666
32,38329.395,0.675
33,39718.305,0.675
34,41131.086,0.675
35,42577.4,0.675
36,43942.824,0.675
37,45390.387,0.6833333333333333
38,46889.76,0.6833333333333333
39,48329.395,0.6833333333333333
40,49750.64,0.7
41,51172.953,0.7
42,52631.582,0.7
43,54090.547,0.7083333333333334
44,55522.477,0.7083333333333334
45,56982.71,0.7083333333333334
46,58437.4,0.7166666666666667
47,59900.125,0.7166666666666667
48,61288.63,0.7333333333333333
49,62709.496,0.7333333333333333
50,64086.035,0.75
51,65488.65,0.7583333333333333
52,66882.05,0.7666666666666667
53,68294.93,0.7666666666666667
54,69711.86,0.7666666666666667
55,71144.78,0.7833333333333333
56,72523.38,0.7916666666666666
57,73898.09,0.8083333333333333
58,75241.16,0.8166666666666667
