omega_t,omega_c,Comp_Time,Tx_Cost,Fulfill
0.6,0.4,29.049999999999997,7054.474609375,0.8
0.6,0.4,42.95,5662.5,0.8
0.6,0.4,128.2,48782.5546875,0.5
