omega_t,omega_c,Comp_Time,Tx_Cost,Fulfill
0.6,0.4,23.4,7268.8408203125,0.8500000000000001
0.6,0.4,36.8,6944.0,0.8
0.6,0.4,135.25,49322.9609375,0.8
